Course,URL,instructor,Price (full),Price (discount),Rank,Instructor URL,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
The Ultimate Beginner's Guide to Outdoor Photography - 2018,www.udemy.com/course/joshkatz/,Josh Katz,$199.99,$10.99,Rating: 4.5 out of 54.5 - (483),"[(/user/joshkatz/, Josh Katz)]",Photography,Digital Photography,Landscape Photography,"3,251",English,"Shoot and edit beautiful urban and nature photos. Capture street photos, cityscapes, sunsets, portraits, and more!",4/2018,01/27/20
Final Cut Pro X - Beginner To Advanced ( FCP MASTERY 2020 ),www.udemy.com/course/final-cut-pro-x-beginner-to-advanced-z/,"Craig Blewett, Joshua Blewett",$189.99,$11.99,Rating: 4.2 out of 54.2 - (155),"[(/user/craigblewett/, Craig Blewett), (/user/joshua-blewett/, Joshua Blewett)]",Photography,Video Design,Final Cut Pro,"1,768",English,"Video editing, Videography, YouTube + Much More",8/2019,01/27/20
Video Editing: Premiere Pro & After Effects Dynamic Linking,www.udemy.com/course/video-editing-premiere-pro-after-effects-dynamic-linking/,Louay Zambarakji,$104.99,$11.99,Rating: 4.5 out of 54.5 - (192),"[(/user/ultimateresults/, Louay Zambarakji)]",Photography,Video Design,Video Editing,"17,409",English,Learn the Dynamic Link Video Editing techniques within the Adobe CC Suite for Premiere Pro CC and After Effects CC,1/2019,01/27/20
How to be a Professional Outdoor and Nature Photographer,www.udemy.com/course/how-to-be-a-professional-outdoor-and-nature-photographer/,Charlie Borland,$59.99,$10.99,Rating: 4.5 out of 54.5 - (816),"[(/user/charlieborland/, Charlie Borland)]",Photography,Other,Nature Photography,"11,503",English,Learn how to turn your passion for nature and adventure photography into a thriving business,2/2019,01/27/20
Photoshop Retouching Techniques for Every Problem,www.udemy.com/course/photoshop-retouching-techniques-for-every-problem/,Marcin Mikus,$199.99,$11.99,Rating: 4.4 out of 54.4 - (54),"[(/user/marcinmikus/, Marcin Mikus)]",Photography,Photography Tools,Photoshop,550,English,Learn photoshop techniques for image retouching. Solve every photography problem!,8/2019,01/27/20
Stunning Aerial Videography and Photography Using Drones,www.udemy.com/course/drones-aerial-videography-and-photography/,Bruce Geddes,$94.99,$12.99,Rating: 4.1 out of 54.1 - (977),"[(/user/brucegeddes/, Bruce Geddes)]",Photography,Other,Aerial Videography,"7,854",English,Create aerial video & photos that DELIGHT your audience: Learn from basic drone handling up to advanced flying & editing,4/2016,01/27/20
EasyDSLR Digital Photography Course for Beginners,www.udemy.com/course/easydslr-for-beginners/,Ken Schultz,$34.99,$11.99,Rating: 4.5 out of 54.5 - (663),"[(/user/kennethschultz/, Ken Schultz)]",Photography,Digital Photography,DSLR,"9,101",English,Take dramatically better photos by learning the basic principles you need to master your DSLR camera,5/2013,01/27/20
The Art of Seeing Photography training for the Artist in you,www.udemy.com/course/a-room-for-improvement/,Adam Marelli,$19.99,$11.99,Rating: 4.5 out of 54.5 - (886),"[(/user/adammarelli/, Adam Marelli)]",Photography,Photography Tools,Photography,"3,783",English,Discover how to see like an artist & take the best photos of your life.,8/2014,01/27/20
Night Sky Photography - Milky Way and Star Trails,www.udemy.com/course/photographing-the-night-sky-milky-way-and-star-trails/,"Sandy Dee, Matthew Dee",$199.99,$10.99,Rating: 4.8 out of 54.8 - (203),"[(/user/sandydee/, Sandy Dee), (/user/mark-davidson-6/, Matthew Dee)]",Photography,Other,Night Photography,"2,531",English,Take amazing images of the Milky Way and Star Trails with this hands on guide - including an introduction to Time-lapse,12/2019,01/27/20
Shoot & Edit iPhone Video Like a Pro - Masterclass,www.udemy.com/course/make-smartphone-video-like-a-pro-level-1/,Robb Montgomery,$199.99,$13.99,Rating: 4.0 out of 54.0 - (510),"[(/user/robbmontgomery/, Robb Montgomery)]", Photography,Video Design,iPhone Filmmaking,"5,936",English," iPhone Video production - Make 10 projects - Edit iPhone Video, Produce iPhone Videos, and Learn iMovie Video Editing.",1/2020,01/27/20
iPhone 11 Video: Filmic Pro & LumaFusion: iPhone Filmmaking,www.udemy.com/course/iphone-pro-filmmaking/,Robb Montgomery,$99.99,$10.99,Rating: 4.7 out of 54.7 - (37),"[(/user/robbmontgomery/, Robb Montgomery)]",Photography,Video Design,iPhone Filmmaking,266,English,"Learn Filmic Pro, LumaFusion 2.1 Video Production Apps to Make Expert iPhone Videos + Best Gear for iPhone 11 Pro Video.",12/2019,01/27/20
Sony A7Riii / A7iii Crash Course,www.udemy.com/course/sony-a7riii-crash-course/,Michael Andrew,0,$39.99,Rating: 4.4 out of 54.4 - (93),"[(/user/michaelandrew3/, Michael Andrew)]",Photography,Digital Photography, ,307,English,Made for Beginners!,8/2019,01/27/20
Elevate Your Photography - Master Composition.,www.udemy.com/course/elevate-your-photography/,El Gale,$74.99,$10.99,Rating: 4.3 out of 54.3 - (568),"[(/user/el-gale/, El Gale)]",Photography,Photography Fundamentals,Photography,"3,094",English,"Study 100 great photographs to learn their keys to success. An array of genres - landscape, travel, portrait, food..",11/2017,01/27/20
Premiere Pro Lumetri: Color Correct like a Pro,www.udemy.com/course/premiere-pro-lumetri-color-correct-like-a-pro/,Jordy Vandeput,$39.99,$11.99,Rating: 4.5 out of 54.5 - (774),"[(/user/jordyvandeput/, Jordy Vandeput)]",Photography,Video Design,Adobe Premiere,"2,655",English,Learn the essentials of color philosophy and perform technical color correction and grading tasks.,8/2016,01/27/20
DJI Drones: How To Become The Ultimate Pilot,www.udemy.com/course/dji-drones-how-to-become-the-ultimate-pilot/,Alex Shoolman,$199.99,$11.99,Rating: 4.2 out of 54.2 - (238),"[(/user/alex-shoolman/, Alex Shoolman)]",Photography,Digital Photography,UAS/Drone Remote Pilot,"4,436",English,"Fly with confidence, get professional videos, stay safe and get in the air quickly!",5/2018,01/27/20
Pro Long Exposure Photography: Learn from the best,www.udemy.com/course/long-exposure-photography-e/,"Rapid Growth Coaching Top 10% on Udemy, Robert Warren",$199.99,$11.99,Rating: 4.3 out of 54.3 - (266),"[(/user/jonhaase2/, Rapid Growth Coaching Top 10% on Udemy), (/user/3bce9f0b-9bfb-4eda-8a0d-e2a5f39bdcd6/, Robert Warren)]",Photography,Photography Fundamentals,Landscape Photography,"4,537",English,"Your complete guide to gear, how-to's, composition, and editing. Shoot at night and with filters confidently",3/2017,01/27/20
The Art of Black and White Photography,www.udemy.com/course/the-art-of-black-and-white-photography/,David J. Nightingale,$149.99,$11.99,Rating: 4.3 out of 54.3 - (822),"[(/user/davidjnightingale/, David J. Nightingale)]",Photography,Other,Black and White Photography,"12,904",English,Learn how to create dramatic and compelling black and white images using a range of powerful Photoshop techniques.,6/2015,01/27/20
How to Be a Commercial Photographer,www.udemy.com/course/total-training-in-commercial-photography/,Charlie Borland,$94.99,$11.99,Rating: 4.7 out of 54.7 - (241),"[(/user/charlieborland/, Charlie Borland)]",Photography,Commercial Photography,Photography,"3,983",English,"Learn how I thrived for 35+ years photography people, products, and places for Fortune 500 companies and top maazines",11/2019,01/27/20
Perspective: Photography tools that make your pictures POP,www.udemy.com/course/perspective-photography-tools-that-make-your-pictures-pop-adam-marelli/,Adam Marelli,$19.99,$11.99,Rating: 4.5 out of 54.5 - (631),"[(/user/adammarelli/, Adam Marelli)]",Photography,Photography Fundamentals,Photography Composition,"3,098",English,Learn 200 years of artistic innovation in less than two hours. Transform flat pictures into 3D photos with Perspective.,4/2016,01/27/20
Become an iMovie Master - Create Amazing Movies Today,www.udemy.com/course/masteringimovie/,Steve Burnich,$199.99,$11.99,Rating: 4.6 out of 54.6 - (447),"[(/user/1ded9e1a-f567-43cf-a139-bbd5f66eb4f3/, Steve Burnich)]",Photography,Video Design,iMovie,"4,320",English,The quickest and easiest way to learn iMovie editing from beginner to advanced. (Practice Media Included),8/2019,01/27/20
SOUND for Film and Television,www.udemy.com/course/sound-for-film-and-television/,Wrightsville Beach Studios,$49.99,$12.50,Rating: 4.7 out of 54.7 - (274),"[(/user/wrightsvillebeachstudios/, Wrightsville Beach Studios)]",Photography,Video Design,Audio Production,"1,245",English,"A 2-1/2-hour, entertaining, funny, and immersive romp into what you need to know to start getting great sound.",4/2015,01/27/20
The Art of Figure to Ground: Photography's untaught secret,www.udemy.com/course/a-room-for-improvement-the-art-of-figure-to-ground/,Adam Marelli,$19.99,$11.99,Rating: 4.6 out of 54.6 - (473),"[(/user/adammarelli/, Adam Marelli)]",Photography,Photography Fundamentals,Photography,"2,871",English,"For years, the Art of Figure to Ground was only taught to artists.",9/2014,01/27/20
Street Photography for Beginners,www.udemy.com/course/photography-with-anthony-carbajal/,"Phil Ebiner, Anthony Carbajal, Video School Online Inc",$99.99,$11.99,Rating: 4.7 out of 54.7 - (359),"[(/user/philipebiner2/, Phil Ebiner), (/user/anthony-carbajal/, Anthony Carbajal), (/user/phil-ebiner/, Video School Online Inc)]",Photography,Digital Photography, Street Photography,"13,821",English,This complete street photography course will help you capture beautiful moments from the street.,4/2019,01/27/20
TV Documentary Professional Productions. Start to finish.,www.udemy.com/course/learn-by-example-gripping-tv-documentaries/,Andrew St.Pierre White,$94.99,$11.99,Rating: 4.7 out of 54.7 - (384),"[(/user/andrewstpierrewhite/, Andrew St.Pierre White)]",Photography,Video Design,Documentary Filmmaking,"2,681",English,"Learn from me, how I conceptualised, shot and edited two TV documentaries both run on major TV networks",10/2017,01/27/20
The Complete Talking Head Video Production Masterclass,www.udemy.com/course/the-complete-talking-head-video-production-masterclass/,TJ Walker,$199.99,$11.99,Rating: 4.4 out of 54.4 - (111),"[(/user/tjwalker2/, TJ Walker)]",Photography,Video Design,Video Production,"10,940",English,Video Production - Building Confidence on Camera for Video Marketing - Filmmaking - Videography - Cinematography,4/2019,01/27/20
How to VLOG: Complete Beginner's Course,www.udemy.com/course/vlogging/,Brad Newton,$149.99,$11.99,Rating: 4.6 out of 54.6 - (216),"[(/user/seekfitlife/, Brad Newton)]",Photography,Video Design,Vlogging,"6,624",English,The perfect course for every beginner wanting to get started in video blogging.,12/2019,01/27/20
Professional Retouching Course in Photoshop,www.udemy.com/course/professional-retouching-in-photoshop/,Marcin Mikus,$199.99,$11.99,Rating: 4.5 out of 54.5 - (802),"[(/user/marcinmikus/, Marcin Mikus)]",Photography,Photography Tools,Photoshop Retouching,"24,627",English,"Photoshop Non-destructive Retouching Techniques. Learn Portrait, Beauty and Outdoor Retouching in Photoshop.",9/2019,01/27/20
Complete Photography : 21 Courses in 1 [Beginner to Expert],www.udemy.com/course/interactive-photography-basics/,Creative Online School,$199.99,$11.99,Rating: 3.8 out of 53.8 - (478),"[(/user/mahbubur-rahman-9/, Creative Online School)]",Photography,Photography Fundamentals,Photography,"19,753",English,"Learn Portrait Photography, Landscape Photography, Stock Photography, Photography Composition, Black and White, and more",10/2018,01/27/20
Drone Video for Real Estate Masterclass,www.udemy.com/course/drone-real-estate-course/,R-P Plourde,$199.99,$11.99,Rating: 4.7 out of 54.7 - (99),"[(/user/r-p-plourde/, R-P Plourde)]",Photography,Commercial Photography,Real Estate Photography,456,English,"The complete, step by step system for creating cinematic aerial videos that sells",9/2019,01/27/20
The Ultimate Photography Course - Beginner to Advanced,www.udemy.com/course/the-ultimate-photography-course-beginner-to-advanced/,Quinton Batchelor,$199.99,$11.39,Rating: 4.5 out of 54.5 - (175),"[(/user/quinton-batchelor-2/, Quinton Batchelor)]",Photography,Photography Fundamentals,Photography,"14,071",English,A complete guide to everything you need to know about photography and how to take photos like a Pro,8/2019,01/27/20
Learning Final Cut Pro X - Video Editing Mastery ,www.udemy.com/course/learning-final-cut-pro-x-video-editing-mastery/,Infinite Skills,$49.99,$13.19,Rating: 4.4 out of 54.4 - (924),"[(/user/infiniteskills/, Infinite Skills)]",Photography,Video Design,Final Cut Pro,"5,185",English,Learning Final Cut Pro X. A detailed course aimed at teaching users how to use FCP X on the Mavericks or Yosemite OS.,1/2017,01/27/20
Real Estate Photography: How To Get Started,www.udemy.com/course/real-estate-photography/,Greg Gottfried,$89.99,$11.39,Rating: 4.6 out of 54.6 - (406),"[(/user/greg-gottfried/, Greg Gottfried)]",Photography,Commercial Photography,Real Estate Photography,"1,573",English,"Discover the secrets to starting a highly profitable real estate photo business. Taking Photos, Editing, Delivery etc.",6/2019,01/27/20
Filmmaking in a Box: Indie Feature Film Masterclass,www.udemy.com/course/filmmaker-in-a-box-filmmaking-video-production/,IFH Courses,$99.99,$11.39,Rating: 3.9 out of 53.9 - (84),"[(/user/b01ab0b4-4a3a-4f94-938c-92782a241d76/, IFH Courses)]",Photography,Video Design,Filmmaking,"2,751",English,(20+hrs) Watch & Learn the Entire Filmmaking Process of Directing a Low Budget Feature Film. Real Life Film School,5/2019,01/27/20
"Portrait Photography Masterclass, All About Headshots",www.udemy.com/course/portrait-photography/,"Rapid Growth Coaching Top 10% on Udemy, Phil Ebiner, Video School Online Inc",$99.99,$13.79,Rating: 4.3 out of 54.3 - (312),"[(/user/jonhaase2/, Rapid Growth Coaching Top 10% on Udemy), (/user/philipebiner2/, Phil Ebiner), (/user/phil-ebiner/, Video School Online Inc)]",Photography,Digital Photography,Portrait Photography,"3,453",English,"Your complete guide to pro headshots with simple gear. You'll discover how to use your gear, edit like a pro, and more",3/2019,01/27/20
Affinity Photo: Raw Image Development,www.udemy.com/course/affinity-photo-raw-image-development/,Simon Foster,$59.99,$11.39,Rating: 4.5 out of 54.5 - (573),"[(/user/simonfoster4/, Simon Foster)]",Photography,Digital Photography,Affinity Photo,"2,574",English,Use Affinity Photo's Develop Persona to Enhance Raw Images,10/2018,01/27/20
How To Make A Living Making Films: Business Of Filmmaking,www.udemy.com/course/how-to-earn-6-figures-making-films-business-of-filmmaking/,Matti Haapoja,$94.99,$23.75,Rating: 4.1 out of 54.1 - (427),"[(/user/matti-haapoja/, Matti Haapoja)]",Photography,Video Design,Filmmaking,"1,462",English,"Learn how to make a consistent, high income in your creative field by leveraging your skills and platform properly.",5/2017,01/27/20
Record Your Voice Like A Pro! The Complete Voice Over Course,www.udemy.com/course/voicerecord/,"Joe Parys, Justin Fraction, Joe Parys Support",$199.99,$11.39,Rating: 4.5 out of 54.5 - (158),"[(/user/josephparys/, Joe Parys), (/user/justin-mckenzie-2/, Justin Fraction), (/user/joe-parys-academy/, Joe Parys Support)]",Photography,Video Design,Voice-Over,"19,482",English,In this complete course students will learn how to professionally record their voice and have amazing sounding audio,5/2016,01/27/20
Affinity Photo: Modern Special Effects,www.udemy.com/course/affinity-photo-modern-special-effects/,Simon Foster,$59.99,$11.39,Rating: 4.6 out of 54.6 - (79),"[(/user/simonfoster4/, Simon Foster)]",Photography,Digital Photography,Affinity Photo,619,English,Create the most popular photo effects you can see today!,4/2019,01/27/20
